Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
19752298,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19752947,000001F1,false,Rx,0,8,21,00,00,00,00,00,12,30,
19753590,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19754057,000001F1,false,Rx,0,8,22,30,00,00,00,00,00,00,
19754701,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19756124,000001F1,false,Rx,0,8,23,00,00,00,00,00,00,00,
19756675,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19757837,000001F1,false,Rx,0,8,24,00,00,00,00,00,00,00,
19758675,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19759131,000001F1,false,Rx,0,8,25,00,00,00,00,00,00,00,
19759763,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19760955,000001F1,false,Rx,0,8,26,00,00,00,00,00,00,00,
19761601,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19762070,000001F1,false,Rx,0,8,27,00,00,00,00,00,00,00,
19765273,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19765291,000001F1,false,Rx,0,8,28,00,00,00,00,00,0C,00,
19765297,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19765303,000001F1,false,Rx,0,8,29,00,00,00,00,1C,00,00,
19765713,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19767072,000001F1,false,Rx,0,8,2A,00,00,00,78,00,00,00,
19767723,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19768913,000001F1,false,Rx,0,8,2B,00,01,E8,00,00,00,00,
19769520,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19770891,000001F1,false,Rx,0,8,2C,07,D0,00,00,00,00,1F,
19771534,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19772002,000001F1,false,Rx,0,8,2D,90,00,00,00,00,7F,20,
19773032,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19774023,000001F1,false,Rx,0,8,2E,00,00,00,01,FE,20,00,
19774662,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19775120,000001F1,false,Rx,0,8,2F,00,00,07,FC,40,00,00,
19775753,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19776948,000001F1,false,Rx,0,8,20,00,1F,F8,40,00,00,00,
19777594,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19778064,000001F1,false,Rx,0,8,21,7F,F0,80,00,00,01,FF,
19778711,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19779858,000001F1,false,Rx,0,8,22,E0,80,00,00,07,FF,C1,
19780710,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19781875,000001F1,false,Rx,0,8,23,00,00,00,3F,FF,81,00,
19785070,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19785091,000001F1,false,Rx,0,8,24,00,00,0F,FF,02,00,00,
19785097,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19785111,000001F1,false,Rx,0,8,25,00,03,FE,02,00,00,00,
19785634,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19786091,000001F1,false,Rx,0,8,26,00,FC,04,00,00,00,00,
19786575,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19788025,000001F1,false,Rx,0,8,27,38,04,00,00,00,00,10,
19788714,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19790028,000001F1,false,Rx,0,8,28,08,00,00,00,00,08,08,
19790789,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19791109,000001F1,false,Rx,0,8,29,00,00,00,00,04,10,00,
19791752,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19792946,000001F1,false,Rx,0,8,2A,00,00,00,04,10,00,00,
19793589,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19794060,000001F1,false,Rx,0,8,2B,00,00,02,20,00,00,00,
19794706,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19795859,000001F1,false,Rx,0,8,2C,00,02,20,00,00,00,00,
19796698,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19797850,000001F1,false,Rx,0,8,2D,01,40,00,00,00,00,01,
19798489,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19799143,000001F1,false,Rx,0,8,2E,40,00,00,00,00,00,80,
19799750,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19800964,000001F1,false,Rx,0,8,2F,00,00,00,00,00,80,00,
19801609,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19805269,000001F1,false,Rx,0,8,20,00,00,00,00,00,00,00,
19805289,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19805295,000001F1,false,Rx,0,8,21,00,00,00,00,00,00,00,
19805660,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19805955,000001F1,false,Rx,0,8,22,00,00,00,00,00,00,00,
19806657,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19808031,000001F1,false,Rx,0,8,23,00,00,00,00,00,00,00,
19808672,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19810029,000001F1,false,Rx,0,8,24,00,00,00,00,00,00,00,
19810676,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19812033,000001F1,false,Rx,0,8,25,00,00,00,00,00,00,00,
19812674,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19812930,000001F1,false,Rx,0,8,26,00,03,3D,E1,E6,33,80,
19813776,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19814972,000001F1,false,Rx,0,8,27,04,A1,01,29,4A,40,04,
19815782,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19816977,000001F1,false,Rx,0,8,28,B9,C1,C9,7A,40,04,A1,
19817623,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19818091,000001F1,false,Rx,0,8,29,01,29,4A,40,03,21,01,
19818728,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19819877,000001F1,false,Rx,0,8,2A,26,4B,80,00,00,00,00,
19820718,000005F1,false,Rx,0,8,30,01,00,A3,A3,A3,A3,A3,
19821865,000001F1,false,Rx,0,8,2B,00,00,00,00,00,00,00,
19824884,000005F1,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
19911879,00000151,false,Rx,0,8,04,25,00,03,00,00,00,00,
19912347,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
20141166,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
20153086,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
20641264,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
20656928,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
20808084,00000151,false,Rx,0,8,04,25,00,00,00,00,00,00,
20809093,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
21141605,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
21160967,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
21641581,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
21644261,00000151,false,Rx,0,8,04,25,00,03,00,00,00,00,
21645105,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
21664859,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
22141876,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
22168871,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
22489374,00000151,false,Rx,0,8,04,25,00,00,00,00,00,00,
22489992,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
22641970,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
22672832,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
23142127,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
23176698,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
23357779,00000151,false,Rx,0,8,04,25,00,03,00,00,00,00,
23359981,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
23642308,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
23680585,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
24142409,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
24184721,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
24220092,00000151,false,Rx,0,8,04,25,00,00,00,00,00,00,
24220926,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
24642398,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
24688555,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
25142561,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
25164245,00000151,false,Rx,0,8,04,25,00,03,00,00,00,00,
25164894,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
25194269,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
25642870,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
25696582,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
26028310,00000151,false,Rx,0,8,04,25,00,00,00,00,00,00,
26028966,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
26142895,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
26200477,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
26643058,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
26704504,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
26881782,00000151,false,Rx,0,8,04,25,00,03,00,00,00,00,
26882238,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
27143178,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
27208486,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
27643366,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
27712382,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
27718246,00000151,false,Rx,0,8,04,25,00,00,00,00,00,00,
27719090,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
28143542,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
28216324,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
28587147,00000151,false,Rx,0,8,04,25,00,03,00,00,00,00,
28587828,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
28643673,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
28720265,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
29143753,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
29224130,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
29443890,00000151,false,Rx,0,8,04,25,00,00,00,00,00,00,
29444547,00000551,false,Rx,0,8,74,A3,A3,A3,A3,A3,A3,A3,
