Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
19949147,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
19982684,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
20449332,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
20486523,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
20949371,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
20990677,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
21449548,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
21494554,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
21949593,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
21998485,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
22449785,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
22502500,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
22949949,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
23006472,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
23450104,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
23510312,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
23950060,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
24014358,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
24450204,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
24518216,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
24950336,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
25022301,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
25450652,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
25526210,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
25950713,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
26030214,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
26450836,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
26534058,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
26950977,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
27037967,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
27451119,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
27541896,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
27951340,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
28046044,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
28451359,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
28550062,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
28951505,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
29054060,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
29451762,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
29557819,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
29951698,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
30061812,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
30451875,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
30565728,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
30952163,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
31069742,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
